id,title,text_features,language,topics,stargazers_count,open_issues_count,html_url
fb72b6d6-e052-4f13-b69d-60fc10c5e92e,pnp/List-Formatting,list formatting list formatting samples for use in sharepoint and microsoft lists,TypeScript,"hacktoberfest,json",1967,52,https://github.com/pnp/List-Formatting
c80aeaa1-f159-4d0f-b708-f76a3cdad8cf,nhost/nhost,nhost the open source firebase alternative with graphql,TypeScript,"postgres,graphql,authentication,storage,serverless-functions,serverless,database,backend,flutter,nextjs,react,graphql-api,typescript,javascript,vue,firebase",8633,71,https://github.com/nhost/nhost
df8c1fc3-ec4c-4fd4-b9f9-ae2248fd6222,fal-ai-community/video-starter-kit,video starter kit enable ai models for video production in the browser,TypeScript,"ai,video",1896,9,https://github.com/fal-ai-community/video-starter-kit
25c324c8-35a2-4dad-a777-6910a8b76f87,appium/appium-flutter-driver,appium flutter driver appium flutter driver is a test automation tool for flutter apps on multiple platforms oses appium flutter driver is part of the appium mobile test automation tool maintained by community,TypeScript,,495,82,https://github.com/appium/appium-flutter-driver
f6e48e1f-a2d3-4096-b744-aa48cc40c602,hediet/vscode-drawio,vscode drawio this unofficial extension integrates draw io also known as diagrams net into vs code,TypeScript,"hacktoberfest,diagram",9282,148,https://github.com/hediet/vscode-drawio
337a4528-473d-4bc4-8a21-d9c7537f201a,jackyzha0/quartz,quartz a fast batteries included static site generator that transforms markdown content into fully functional websites,TypeScript,,9514,187,https://github.com/jackyzha0/quartz
9211ea73-291a-416f-b110-298e4259a7b0,mckaywrigley/chatbot-ui,chatbot ui ai chat for any model,TypeScript,,31747,217,https://github.com/mckaywrigley/chatbot-ui
607120c7-dfe2-4b81-a374-fd859176f672,jgranstrom/zipson,zipson json parse and stringify with compression,TypeScript,"json,compression",500,14,https://github.com/jgranstrom/zipson
cb5d2cc1-4580-4c1f-aaa4-8610d894ace0,onsip/SIP.js,sip js a simple intuitive and powerful javascript signaling library,TypeScript,"webrtc,javascript,typescript,nodejs",1988,83,https://github.com/onsip/SIP.js
8930841e-80e4-4b2e-918a-3515166b710d,ayangweb/BongoCat,bongocat bongocat,TypeScript,"linux,macos,rust,tauri,tauri-app,windows,cross-platform",8436,52,https://github.com/ayangweb/BongoCat
b8699d50-0fb2-4ed7-8855-7933930783ee,martin226/vibe-draw,vibe draw turn your roughest sketches into stunning 3d worlds by vibe drawing,TypeScript,,1884,5,https://github.com/martin226/vibe-draw
63180afd-bf03-4331-b1f6-9b8209c0d7f4,PaulRBerg/hardhat-template,hardhat template hardhat based template for developing solidity smart contracts,TypeScript,"ethereum,smart-contracts,typescript,blockchain",1980,2,https://github.com/PaulRBerg/hardhat-template
256e132b-8b9f-42f4-9413-2ac6146d3f58,SteveSandersonMS/WebWindow,webwindow net core library to open native os windows containing web ui on windows mac and linux experimental,TypeScript,,1986,72,https://github.com/SteveSandersonMS/WebWindow
6dd67040-1f5d-4e6d-8c26-589c6c979e02,BuilderIO/builder,builder visual development for react vue svelte qwik and more,TypeScript,"react,frontend,angular,vue,page-builder,headless,cms,headless-cms,react-native,gatsby,nocode",8267,116,https://github.com/BuilderIO/builder
86dd1e4c-df0c-454d-850c-2068e16dc7bd,postcss/postcss,postcss transforming styles with js plugins,TypeScript,"postcss,css,parser,ast,framework",28810,27,https://github.com/postcss/postcss
1be676ee-129a-4d65-93ed-a6ff1ef2dc0a,microsoft/just,just the task library that just works,TypeScript,"build,javascript,typescript",1969,51,https://github.com/microsoft/just
9677f891-3798-4fef-a1d8-1d68d693ef92,api-platform/api-platform,api platform create rest and graphql apis scaffold jamstack webapps stream changes in real time,TypeScript,"api,framework,rest,graphql,react,php,openapi,jamstack,nextjs",8945,688,https://github.com/api-platform/api-platform
b060e1b7-4077-480d-a95c-f1f9cac6ddf0,vue-macros/vue-macros,vue macros explore and extend more macros and syntax sugar to vue,TypeScript,"vue,webpack,macros,vuejs",1916,21,https://github.com/vue-macros/vue-macros
c95caea5-996d-4450-a534-8f77fa006eef,vuejs/vue,vue this is the repo for vue 2 for vue 3 go to,TypeScript,"vue,javascript,frontend,framework",209122,602,https://github.com/vuejs/vue
093cd0ab-a15e-439e-9d59-7f4e69001c92,openai/openai-assistants-quickstart,openai assistants quickstart openai assistants api quickstart with next js,TypeScript,,1903,20,https://github.com/openai/openai-assistants-quickstart
62f302a6-bbc8-45f1-86a2-bfbfb20fab99,shardeum/shardeum,shardeum shardeum is an evm based autoscaling blockchain,TypeScript,"blockchain,ethereum,evm,typescript",31829,83,https://github.com/shardeum/shardeum
3a932031-4d5b-48d5-81a7-3d4cb0308244,utterance/utterances,utterances crystal ball a lightweight comments widget built on github issues,TypeScript,"github,comments-widget,comments,blog",9393,168,https://github.com/utterance/utterances
af19064b-fa30-47d9-b252-396378231302,probot/smee-client,smee client receives payloads then sends them to your local server,TypeScript,,491,20,https://github.com/probot/smee-client
0698e31d-fd52-4e1c-9efb-e00688467fc0,rmanguinho/clean-ts-api,clean ts api api em nodejs usando typescript tdd clean architecture design patterns e solid principles,TypeScript,"tdd,typescript,mongodb,design-patterns,nodejs,docker,docker-compose,rest-api,graphql",1893,33,https://github.com/rmanguinho/clean-ts-api
d7230967-11a6-4f78-ba1d-2a106b325409,OneKeyHQ/app-monorepo,app monorepo secure open source and community driven crypto wallet runs on all platforms and trusted by millions,TypeScript,"blockchain,electron,react,react-native,redux,android,ios,web,crypto,bitcoin,ethereum",1975,63,https://github.com/OneKeyHQ/app-monorepo
a2ee1e79-de8d-4b70-9eb2-671629c7142a,SBoudrias/Inquirer.js,inquirer js a collection of common interactive command line user interfaces,TypeScript,"prompt,command-line,nodejs,javascript,typescript,cli,node-js",20962,44,https://github.com/SBoudrias/Inquirer.js
ae8c11f5-26cc-4ccb-b964-681485390eab,FifiTheBulldog/ios-settings-urls,ios settings urls a collection of ios settings urls,TypeScript,,1936,45,https://github.com/FifiTheBulldog/ios-settings-urls
1dbcc982-fa86-4c90-8f3f-489191b55722,langgenius/dify,dify production ready platform for agentic workflow development,TypeScript,"ai,gpt,llm,openai,python,rag,orchestration,agent,nextjs,workflow,genai,gemini,automation,low-code,mcp,no-code",106447,771,https://github.com/langgenius/dify
d67753ce-4a4c-459a-99e0-cd19cac8afab,paol-imi/react-reparenting,react reparenting the reparenting tools for react,TypeScript,"react,fiber",493,18,https://github.com/paol-imi/react-reparenting
65dd078e-3d6f-449c-8cab-77a66f7c6acd,dalenguyen/firestore-backup-restore,firestore backup restore npm package for backup and restore firebase firestore,TypeScript,"firebase,npm-package,hacktoberfest",499,11,https://github.com/dalenguyen/firestore-backup-restore
2f1bbd28-fa40-4185-842c-a4c0049be4e6,Get-Tech-Stack/TechStack,techstack the extension will display the tech stack of the repo when the user visits a github public repo the user can easily get more info about the repo github,TypeScript,"github,chrome-extension,firefox-addon",500,6,https://github.com/Get-Tech-Stack/TechStack
0076cfb9-1662-4991-adc2-3d05648c4824,redux-zero/redux-zero,redux zero a lightweight state container based on redux,TypeScript,"redux,react,react-native,typescript,svelte",1967,111,https://github.com/redux-zero/redux-zero
ddea757c-d9d2-438a-af74-9be18f839f4a,turkerdev/fastify-type-provider-zod,fastify type provider zod ,TypeScript,,498,66,https://github.com/turkerdev/fastify-type-provider-zod
12aed2f5-63b6-4747-8882-f06c27c5ec32,mqttjs/MQTT.js,mqtt js the mqtt client for node js and the browser,TypeScript,"mqtt,javascript,hacktoberfest",8868,46,https://github.com/mqttjs/MQTT.js
a1e89ef3-6ddb-482e-abcd-5dfcff05cb7a,YePpHa/maia-yt,maia yt currently codenamed maia yt is a userscript and browser extension that enhances the user s experience on youtube,TypeScript,"youtube,webpack,player,video",496,83,https://github.com/YePpHa/maia-yt
27c4b6d7-80c3-452a-aaa9-2ef354a985a7,ariakit/ariakit,ariakit toolkit with accessible components styles and examples for your next web app,TypeScript,"react,components,accessibility,accessible,reactjs,css",8276,123,https://github.com/ariakit/ariakit
e1403894-e481-4c47-9acb-93adf5b8b782,amplication/amplication,amplication amplication brings order to the chaos of large scale software development by creating golden paths for developers streamlined workflows that drive consistency enable high quality code practices simplify onboarding and accelerate standardized delivery across teams,TypeScript,"nodejs,nestjs,low-code,javascript,typescript,api,web,hacktoberfest,graphql",15708,614,https://github.com/amplication/amplication
5b82bec6-4d9e-4e08-b48b-1c0de4057476,vanilla-extract-css/vanilla-extract,vanilla extract zero runtime stylesheets in typescript,TypeScript,,9966,90,https://github.com/vanilla-extract-css/vanilla-extract
7440612b-7c1b-4514-993f-9ac73366979b,MaxRobinsonTheGreat/LifeEngine,lifeengine the life engine,JavaScript,,500,20,https://github.com/MaxRobinsonTheGreat/LifeEngine
6c2b5dad-6fd2-4461-a988-b31cb98397ea,lodash/lodash,lodash a modern javascript utility library delivering modularity performance extras,JavaScript,"utilities,javascript",60724,114,https://github.com/lodash/lodash
ee352645-d3c9-4c0f-9968-c9623988282e,haskellcamargo/gemidao-do-zap,gemidao do zap uma aplica o de linha de comando que liga para algu m tocando o gemid o do zap,JavaScript,,1993,28,https://github.com/haskellcamargo/gemidao-do-zap
3b37954c-88f7-470a-ac59-f2581d04cb69,redom/redom,redom tiny 2 kb turboboosted javascript library for creating user interfaces,JavaScript,"javascript,dom,html5,web-development",3431,7,https://github.com/redom/redom
a79d31d4-5076-4721-839e-7695e5015ad5,WebKit/WebKit,webkit home of the webkit project the browser engine used by safari mail app store and many other applications on macos ios and linux,JavaScript,"browser,web,javascript,macos,ios",8798,1510,https://github.com/WebKit/WebKit
71edea7c-a199-4d82-8750-8abe36d33ded,meteor/meteor,meteor meteor the javascript app platform,JavaScript,"javascript,mongodb,build-system,framework,nodejs,realtime,rpc,react,hacktoberfest",44662,350,https://github.com/meteor/meteor
951bee40-6753-4a7e-9073-d51a058706ca,dessant/buster,buster captcha solver extension for humans available for chrome edge and firefox,JavaScript,"browser-extension,chrome-extension,firefox-extension",8581,43,https://github.com/dessant/buster
49305a89-f96c-4607-bcb4-bbf748a0dae4,wubaiqing/zaobao,zaobao ,JavaScript,"web-development,design,awesome",2246,1,https://github.com/wubaiqing/zaobao
4cfb3a31-f700-4e7f-a999-7dad3f1aaa53,uncss/uncss,uncss remove unused styles from css,JavaScript,"javascript,postcss,build-tool,css",9429,58,https://github.com/uncss/uncss
49b9da46-0733-43d2-83c0-2079cb51cf1c,tj/commander.js,commander js node js command line interfaces made easy,JavaScript,,27455,13,https://github.com/tj/commander.js
a74e40b8-b442-498e-9311-b73c0527d2a0,httptoolkit/httptoolkit-server,httptoolkit server the backend of http toolkit,JavaScript,"developer-tools,tools,http,server",498,13,https://github.com/httptoolkit/httptoolkit-server
1f8c34b8-b771-4507-932a-497e3cd9c19a,sindresorhus/pokemon,pokemon get pok mon names,JavaScript,,499,1,https://github.com/sindresorhus/pokemon
75af543b-1544-4370-8a21-8e54497952b2,danwrong/restler,restler rest client library for node js,JavaScript,,1984,103,https://github.com/danwrong/restler
521d9ca3-be15-4e29-8a88-454632d7d36a,GoogleChromeLabs/carlo,carlo web rendering surface for node applications,JavaScript,,9304,56,https://github.com/GoogleChromeLabs/carlo
86f1d4c4-5131-4f38-b9e4-f5506841debf,max-mapper/art-of-node,art of node snowflake a short introduction to node js,JavaScript,,9867,15,https://github.com/max-mapper/art-of-node
ef823010-b7a8-4e62-b409-4eb56e88dd69,snapappointments/bootstrap-select,bootstrap select rocket the jquery plugin that brings select elements into the 21st century with intuitive multiselection searching and much more,JavaScript,"javascript,select,ui",9879,316,https://github.com/snapappointments/bootstrap-select
8e8f3e20-1503-4d66-ba75-f593fc0d4686,gotwarlost/istanbul,istanbul yet another js code coverage tool that computes statement line function and branch coverage with module loader hooks to transparently add coverage when running tests supports all js coverage use cases including unit tests server side functional tests and browser tests built for scale,JavaScript,,8689,401,https://github.com/gotwarlost/istanbul
526b227b-8824-48fc-918f-7391fb7f5b7a,sirensolutions/kibi,kibi please read kibi is now siren investigate part of the siren platform this code repository is only provided to facilitate code review and integration by siren customers and cannot be successfully compiled the code also requires siren federate to be installed in elasticsearch,JavaScript,elasticsearch,497,0,https://github.com/sirensolutions/kibi
f844e0ee-a310-4d1f-8ad2-58a003e2bdc2,uber/react-vis,react vis data visualization components,JavaScript,"uber,chart,data-visualization,charting-library,visualization,react",8765,343,https://github.com/uber/react-vis
d5ba8085-8a5b-43cc-8a6f-4271a344252c,dmcquay/node-apac,node apac node apac node js client for the amazon product advertising api including support of request signatures,JavaScript,,495,7,https://github.com/dmcquay/node-apac
62078eb5-03e6-417d-97f8-7b78f2135fcc,hapijs/catbox,catbox multi strategy object caching service,JavaScript,,495,1,https://github.com/hapijs/catbox
353feb1d-13ff-4e1c-9c1f-db460e42a94f,JohnCoene/waiter,waiter loading screens for shiny,JavaScript,"r,hacktoberfest",496,33,https://github.com/JohnCoene/waiter
1aaa7ae6-609c-4511-bbbc-6ec52c484733,axios/axios,axios promise based http client for the browser and node js,JavaScript,"http-client,javascript,nodejs,hacktoberfest",107194,687,https://github.com/axios/axios
0b08df9f-9542-4bbe-8b75-988f0efee908,johnpapa/gulp-patterns,gulp patterns playground for gulp recipes,JavaScript,,499,23,https://github.com/johnpapa/gulp-patterns
dc8da6d9-b7f7-4b45-b66e-a51ea9c07c38,keepassxreboot/keepassxc-browser,keepassxc browser keepassxc browser extension,JavaScript,"webextension,browser-extension,hacktoberfest",1958,165,https://github.com/keepassxreboot/keepassxc-browser
46af738f-f500-4695-b042-fbda06608bee,usebruno/bruno,bruno opensource ide for exploring and testing api s lightweight alternative to postman insomnia,JavaScript,"api-client,git,automation,javascript,testing,api-testing,developer-tools,http-client,openapi,openapi3,rest-api",35489,1439,https://github.com/usebruno/bruno
78f510db-b3b4-405a-8944-e9fcaf6b480c,avajs/ava,ava node js test runner that lets you develop with confidence,JavaScript,"javascript,concurrency,nodejs,cli,async,performance,node,tdd,testing",20812,60,https://github.com/avajs/ava
870bb728-5f34-4877-bb71-b65ee7b5fc94,MrXujiang/h5-Dooring,h5 dooring h5 page maker h5 editor lowcode make h5 as easy as building blocks h5 h5 h5 pc lowcode,JavaScript,"react,javascript,typescript,drag-and-drop,site-generator,page-builder,antd,low-code",9752,33,https://github.com/MrXujiang/h5-Dooring
d963c0c7-b2cf-40be-83bc-62e03011b0eb,Schmavery/facebook-chat-api,facebook chat api unofficial facebook chat api for nodejs,JavaScript,,1941,152,https://github.com/Schmavery/facebook-chat-api
0df4beee-1b6d-4ad9-87ed-cea1cab47422,f/vue-wait,vue wait complex loader and progress management for vue vuex and nuxt applications,JavaScript,"vue,vue-components,progress,progress-bar",1996,44,https://github.com/f/vue-wait
acc3d9b9-4a78-4ec4-a28e-0ec185c35d22,daymade/Twitter-Block-Porn,twitter block porn block scammers who sending fake porn comments and help you improve your experience using twitter,JavaScript,,1991,5,https://github.com/daymade/Twitter-Block-Porn
437a5f97-5d4b-4810-af6a-682a73b0c201,nextcloud/spreed,spreed nextcloud talk chat video audio calls for nextcloud,JavaScript,"video,open-source,webrtc,hacktoberfest",1953,737,https://github.com/nextcloud/spreed
9fdcedd0-f8fc-42f0-b24e-90f39b4f9de9,webpack-contrib/stylus-loader,stylus loader art a stylus loader for webpack,JavaScript,,498,1,https://github.com/webpack-contrib/stylus-loader
45381234-f927-4ad1-87af-4ad6c310ff92,uxebu/bonsai,bonsai bonsaijs is a graphics library and renderer,JavaScript,,1960,93,https://github.com/uxebu/bonsai
b8ca2137-3b60-4dfd-b350-74723a08b754,aFarkas/html5shiv,html5shiv this script is the defacto way to enable use of html5 sectioning elements in legacy internet explorer,JavaScript,,9858,74,https://github.com/aFarkas/html5shiv
c6d3e90f-f02b-4ceb-93d8-c0c38a0f4412,microsoft/HealthClinic.biz,healthclinic biz the samples contained in this repo are used to present an end to end demo scenario based on a fictitious b2b and multitenant system named healthclinic biz that provides different websites mobile apps desktop apps wearable apps and services running on the latest microsoft and open technologies aligned with announcements to showcase during the connect 2015 event the current published version works with visual studio 2015 update 1 rc bits and asp net 5 0 beta 8 the final version used at connect 2015 will be published soon,JavaScript,,497,20,https://github.com/microsoft/HealthClinic.biz
5ecc91a0-cbfe-4416-9035-72826388df93,robertsdionne/neural-network-papers,neural network papers ,JavaScript,,1977,2,https://github.com/robertsdionne/neural-network-papers
d4824a6a-dd0b-4bd7-91f0-3a9daa2493a7,Tencent/cloudbase-framework,cloudbase framework cloudbase framework serverless,JavaScript,"serverless,cli,front-end,mobile-development,vue,react,dart,nodejs,php,java,docker,flutter",1964,41,https://github.com/Tencent/cloudbase-framework
f21c6992-53a0-4e9c-92e3-662c4588578c,amol-/dukpy,dukpy simple javascript interpreter for python,JavaScript,"javascript,python,react",497,12,https://github.com/amol-/dukpy
248c1811-ef38-4c71-bab8-97f5ea5ff710,cazala/coin-hive,coin hive coinhive cryptocurrency miner for node js,JavaScript,nodejs,1998,31,https://github.com/cazala/coin-hive
f1488bea-f299-44b3-827c-aec4bf36c3b6,oblador/react-native-animatable,react native animatable standard set of easy to use animations and declarative transitions for react native,JavaScript,react-native,9929,171,https://github.com/oblador/react-native-animatable
e994ef8b-2735-463d-b5bd-762d9c008aef,nodeca/argparse,argparse cli arguments parser for node js js port of python s argparse module,JavaScript,,500,8,https://github.com/nodeca/argparse
ebaf8769-7516-4f18-ac1a-ff62ea5a4f8b,Turbo87/leaflet-sidebar,leaflet sidebar a responsive sidebar for leaflet maps,JavaScript,,495,10,https://github.com/Turbo87/leaflet-sidebar
8e1b8442-0992-43bc-a6c9-1429d176bb0d,facebook/fbjs,fbjs a collection of utility libraries used by other meta js projects,JavaScript,,1965,77,https://github.com/facebook/fbjs
98d4dffd-adbb-41d3-bb54-197989fee722,ElemeFE/cooking,cooking ,JavaScript,"webpack,vue,build,react",1935,27,https://github.com/ElemeFE/cooking
b4d6d836-3ed5-417b-821c-8bccabfec5c1,facebookarchive/react-360,react 360 create amazing 360 and vr content using react,JavaScript,,8735,293,https://github.com/facebookarchive/react-360
bdeec074-6360-499b-a56b-45fef7bd0062,mgechev/angularjs-in-patterns,angularjs in patterns angularjs in patterns this repository provides different look into angularjs it contains information where different design patterns are used inside the framework or any angular application,JavaScript,angular,1952,2,https://github.com/mgechev/angularjs-in-patterns
b37ecd73-7339-4a9d-baac-7d3219be3f65,aimeos/aimeos-headless,aimeos headless aimeos cloud native api first ecommerce headless distribution based on laravel 11 for ultra fast online shops scalable marketplaces complex b2b applications and gigacommerce,JavaScript,"headless,ecommerce,api,microservice,php,vue",1990,1,https://github.com/aimeos/aimeos-headless
6f35557d-6a56-4d85-adfb-b50c2d9c0c19,pedroslopez/whatsapp-web.js,whatsapp web js a whatsapp client library for nodejs that connects through the whatsapp web browser app,JavaScript,"api,hacktoberfest",17307,143,https://github.com/pedroslopez/whatsapp-web.js
b65e9a8c-9791-4182-8733-4bd2bc3f1cca,lazd/gulp-replace,gulp replace a string replace plugin for gulp,JavaScript,,497,14,https://github.com/lazd/gulp-replace
0447c1d7-3b6f-4f86-ba85-ca09a0cbc3f4,didi/cube-ui,cube ui large orange diamond a fantastic mobile ui lib implement by vue,JavaScript,"vue,vue-components,javascript",9132,63,https://github.com/didi/cube-ui
647e3cc1-9db7-4312-b4ae-b1755633c398,trazyn/ieaseMusic,ieasemusic ,JavaScript,"react,player,electron",8785,142,https://github.com/trazyn/ieaseMusic
8095326c-3e7d-472d-81df-a66ba473c78f,insodoc/insomnia-documenter,insomnia documenter tool to create minimalist and beautiful api documentation pages using your insomnia workspace export file,JavaScript,documentation,499,22,https://github.com/insodoc/insomnia-documenter
8c298815-d0a0-4602-b717-10bc58813b14,AMAI-GmbH/AI-Expert-Roadmap,ai expert roadmap roadmap to becoming an artificial intelligence expert in 2022,JavaScript,"deep-learning,artificial-intelligence,machine-learning,data-science,data-analysis,neural-network,ai",30054,23,https://github.com/AMAI-GmbH/AI-Expert-Roadmap
84614f39-d2d4-47fa-b0ad-8214e3ebb856,michaelbromley/angularUtils,angularutils a place where i will collect useful re usable angular components that i make,JavaScript,,1996,85,https://github.com/michaelbromley/angularUtils
